experiment_id,student_id,problem_id,problem_part,scaffold_id,problem_condition,start_time,end_time,session_count,time_on_task,first_response_or_request_time,first_answer,correct,reported_score,answer_before_tutoring,attempt_count,hints_available,hints_given,scaffold_problems_available,scaffold_problems_given,explanation_available,explanation_given,answer_given,assistments_reference_problem_log_id
PSAWHF4,1635,PRABAWMQ,1,,Unknown,2020-05-06 14:05:47.143000-04:00,2020-05-07 16:10:24.169000-04:00,2,93877.026,93877.013,wpi,True,1.0,True,1,0,0,0,0,False,False,False,23278443
PSAWHF4,1635,PRAUVJX,1,,Control 2,2020-05-07 16:10:26.858000-04:00,2020-05-07 16:11:08.644000-04:00,1,41.786,41.779,22.8,True,1.0,True,1,1,0,1,0,False,False,False,23884312
PSAWHF4,1635,PRAUVJY,1,,Control 2,2020-05-07 16:11:09.896000-04:00,2020-05-07 16:11:39.029000-04:00,1,29.133,29.126,16.1,True,1.0,True,1,1,0,1,0,False,False,False,23884701
PSAWHF4,1635,PRAUVJZ,1,,Control 2,2020-05-07 16:11:40.133000-04:00,2020-05-07 16:17:17.016000-04:00,1,336.883,336.878,19.9,True,1.0,True,1,0,0,2,0,True,False,False,23884956
PSAWHF4,9310,PRABAWMQ,1,,Unknown,2021-05-30 19:30:21.933000-04:00,2021-05-30 19:30:31.482000-04:00,1,9.549,9.536,ok,False,0.0,True,1,0,0,0,0,False,False,False,127152920
PSAWHF4,9310,PRA5K5K,1,,Unknown,2021-05-30 19:30:32.585000-04:00,2021-05-30 20:11:15.713000-04:00,2,2443.128,64.788,4,False,0.0,True,2,0,0,1,1,False,False,False,127152923
PSAWHF4,9310,PRA5K5K,1,1157426.0,Unknown,2021-05-30 19:31:38.194000-04:00,2021-05-30 20:11:09.826000-04:00,2,2377.515,8.519,22.8,False,0.0,False,3,0,0,1,0,False,False,False,127152929
PSAWHF4,9310,PRA5K5K,1,1157427.0,Unknown,2021-05-30 19:31:48.166000-04:00,2021-05-30 20:10:51.512000-04:00,1,,7.455,6,False,0.0,True,4,0,0,1,0,False,False,False,127152931
PSAWHF4,9310,PRA5K5K,1,1157428.0,Unknown,2021-05-30 19:31:56.348000-04:00,2021-05-30 20:09:17.424000-04:00,1,,9.461,5,False,0.0,True,4,0,0,1,0,False,False,False,127152934
PSAWHF4,9310,PRA5K5K,1,1157429.0,Unknown,2021-05-30 19:32:06.550000-04:00,2021-05-30 19:43:49.269000-04:00,1,,697.082,22.8,False,0.0,False,1,0,0,0,0,False,False,True,127152939
PSAWHF4,9310,PRA5K5M,1,,Unknown,2021-05-30 20:11:16.819000-04:00,2021-05-30 20:16:07.933000-04:00,1,291.114,17.397,8,False,0.0,True,2,0,0,1,1,False,False,False,127153289
PSAWHF4,9310,PRA5K5M,1,1157431.0,Unknown,2021-05-30 20:11:35.178000-04:00,2021-05-30 20:15:39.849000-04:00,1,272.747,191.0,5,False,0.0,True,2,0,0,1,0,False,False,False,127153296
PSAWHF4,9310,PRA5K5M,1,1157432.0,Unknown,2021-05-30 20:14:47.280000-04:00,2021-05-30 20:15:32.642000-04:00,1,,2.847,5,False,0.0,True,3,0,0,1,0,False,False,False,127153327
PSAWHF4,9310,PRA5K5M,1,1157433.0,Unknown,2021-05-30 20:14:51.077000-04:00,2021-05-30 20:15:12.830000-04:00,1,,2.474,5,False,0.0,True,2,0,0,0,0,False,False,True,127153331
PSAWHF4,9310,PRA5K5N,1,,Unknown,2021-05-30 20:16:08.712000-04:00,2021-05-31 14:30:13.087000-04:00,2,65644.375,65508.775,19.9,False,0.0,False,1,0,0,2,2,False,False,False,127153344
PSAWHF4,9310,PRA5K5N,1,1157435.0,Unknown,2021-05-31 14:27:57.822000-04:00,2021-05-31 14:28:19.024000-04:00,1,22.89,11.007,c = 19<sup>2</sup> + 6<sup>2</sup>,False,0.0,True,4,1,0,0,0,False,False,False,127160235
PSAWHF4,9310,PRA5K5N,1,1157436.0,Unknown,2021-05-31 14:28:20.841000-04:00,2021-05-31 14:29:58.571000-04:00,1,112.237,67.383,57,False,0.0,True,2,1,0,0,0,False,False,True,127160240
PSAWHF4,9310,PRA7YPP,1,,Unknown,2021-05-31 14:30:13.925000-04:00,2021-05-31 14:44:38.140000-04:00,1,864.215,838.335,5,False,0.0,True,4,1,2,0,0,False,False,True,127160257
PSAWHF4,9310,PRAVKHH,1,,Unknown,2021-05-31 14:44:38.861000-04:00,2021-05-31 14:46:51.438000-04:00,1,132.577,28.532,6,False,0.0,False,2,1,0,3,3,False,False,False,127160523
PSAWHF4,9310,PRAVKHH,1,833870.0,Unknown,2021-05-31 14:45:08.732000-04:00,2021-05-31 14:45:46.237000-04:00,1,41.084,16.536,6,False,0.0,False,1,1,1,0,0,False,False,True,127160535
PSAWHF4,9310,PRAVKHH,1,833871.0,Unknown,2021-05-31 14:45:54.264000-04:00,2021-05-31 14:46:23.176000-04:00,1,31.385,14.518,5,False,0.0,True,5,1,0,0,0,False,False,True,127160544
PSAWHF4,9310,PRAVKHH,1,833872.0,Unknown,2021-05-31 14:46:25.804000-04:00,2021-05-31 14:46:45.754000-04:00,1,25.629,4.894,6,False,0.0,True,4,1,2,0,0,False,False,True,127160551
PSAWHF4,9310,PRA7YPX,1,,Unknown,2021-05-31 14:46:52.870000-04:00,2021-05-31 16:28:46.509000-04:00,2,6113.639,6108.195,33,False,0.0,False,1,1,2,0,0,False,False,True,127160556
PSAWHF4,9310,PRAVKHW,1,,Unknown,2021-05-31 16:28:46.895000-04:00,2021-05-31 16:33:16.084000-04:00,1,269.189,22.813,8,False,0.0,True,2,0,0,2,2,False,False,False,127162226
PSAWHF4,9310,PRAVKHW,1,833914.0,Unknown,2021-05-31 16:29:10.648000-04:00,2021-05-31 16:29:16.392000-04:00,1,6.95,3.475,5<sup>2</sup> = 3<sup>2</sup> + c<sup>2</sup>,False,0.0,True,2,1,0,0,0,False,False,False,127162231
PSAWHF4,9310,PRAVKHW,1,833915.0,Unknown,2021-05-31 16:29:17.836000-04:00,2021-05-31 16:33:08.556000-04:00,1,238.242,223.926,19.6,False,0.0,False,1,1,0,0,0,False,False,True,127162234
PSAWHF4,9310,PRA7YP8,1,,Unknown,2021-05-31 16:33:16.739000-04:00,2021-06-03 14:24:56.084000-04:00,2,251499.345,251485.337,5,False,0.0,True,5,1,2,0,0,False,False,True,127162293
PSAWHF4,9310,PRAVKH7,1,,Unknown,2021-06-03 14:24:56.579000-04:00,2021-06-03 14:42:09.833000-04:00,2,1033.254,3.715,5,False,0.666666666666667,True,2,1,0,0,0,False,False,False,127462020
PSAWHF4,9310,PRA7YQQ,1,,Unknown,2021-06-03 14:42:12.957000-04:00,2021-06-03 14:46:58.010000-04:00,1,285.053,266.912,34.2,False,0.0,True,2,1,2,0,0,False,False,True,127464744
