experiment_id,student_id,release_date,due_date,start_time,end_time,assignment_session_count,pretest_problem_count,pretest_correct,pretest_time_on_task,pretest_average_first_response_time,pretest_session_count,assigned_condition,condition_time_on_task,condition_average_first_response_or_request_time,condition_problem_count,condition_total_correct,condition_total_correct_after_wrong_response,condition_total_correct_after_tutoring,condition_total_answers_before_tutoring,condition_total_attempt_count,condition_total_hints_available,condition_total_hints_given,condition_total_scaffold_problems_available,condition_total_scaffold_problems_given,condition_total_explanations_available,condition_total_explanations_given,condition_total_answers_given,condition_session_count,posttest_problem_count,posttest_correct,posttest_time_on_task,posttest_average_first_response_time,posttest_session_count,assistments_reference_assignment_log_id
PSA98J7,10061,2020-06-07 09:00:00-04:00,,2020-09-07 10:30:03.565000-04:00,2020-09-07 10:43:15.734000-04:00,1,,,,,,Control 1,285.019,70.24575,4.0,3.0,1.0,,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,495.48,119.07175,1.0,4850203
PSA98J7,10067,2020-06-07 09:00:00-04:00,,2020-07-26 08:32:32.772000-04:00,2020-07-26 08:44:09.038000-04:00,1,,,,,,Control 1,223.854,74.592,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,461.666,112.2155,1.0,3971148
PSA98J7,10074,2020-06-07 09:00:00-04:00,,2020-06-12 10:35:34.793000-04:00,2020-06-12 10:45:18.397000-04:00,1,,,,,,Treatment 3,89.299,15.7222,5.0,3.0,1.0,,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,431.587,95.81675,1.0,3906590
PSA98J7,10091,2020-06-07 09:00:00-04:00,,2020-06-23 14:06:52.182000-04:00,2020-06-23 14:15:43.060000-04:00,1,,,,,,Treatment 1,75.317,25.098,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,434.199,107.06975,1.0,3942427
PSA98J7,10096,2020-06-07 09:00:00-04:00,,2020-07-28 10:10:15.130000-04:00,2020-07-28 10:16:09.027000-04:00,1,,,,,,Treatment 1,47.805,15.9306666666667,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,291.465,67.3185,1.0,3974135
PSA98J7,10134,2020-06-07 09:00:00-04:00,,2020-08-27 22:03:03.234000-04:00,2020-08-27 22:14:58.082000-04:00,1,,,,,,Control 1,243.759,81.2423333333333,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,438.941,106.023,1.0,4400101
PSA98J7,10142,2020-06-07 09:00:00-04:00,,2020-08-27 16:16:27.113000-04:00,2020-09-01 21:06:37.512000-04:00,3,,,,,,Control 3,442551.465,109986.334,4.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,6839.97,1698.3305,1.0,4389349
PSA98J7,10158,2020-06-07 09:00:00-04:00,,2020-09-14 23:43:54.003000-04:00,,1,,,,,,Treatment 2,135.784,23.775,5.0,4.0,1.0,,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,241.159,114.941,1.0,5381502
PSA98J7,10227,2020-06-07 09:00:00-04:00,,2020-06-22 12:59:35.789000-04:00,2020-06-22 13:30:11.389000-04:00,1,,,,,,Control 2,68.533,22.8426666666667,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1754.833,366.1835,1.0,3940504
PSA98J7,10228,2020-06-07 09:00:00-04:00,,2020-09-14 01:25:07.888000-04:00,2020-09-14 21:22:45.429000-04:00,1,,,,,,Control 3,864.222,288.067,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,70712.455,17678.09875,1.0,5260909
PSA98J7,10254,2020-06-07 09:00:00-04:00,,2020-07-30 14:20:04.854000-04:00,2020-09-10 11:29:42.648000-04:00,2,,,,,,Control 1,3618151.976,1206050.65033333,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,413.811,95.12825,1.0,3978866
PSA98J7,10329,2020-06-07 09:00:00-04:00,,2020-07-08 16:56:59.506000-04:00,2020-07-10 14:04:16.406000-04:00,2,,,,,,Control 1,119.028,39.656,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,162293.033,40475.16325,2.0,3952133
PSA98J7,10335,2020-06-07 09:00:00-04:00,,2020-07-27 12:50:05.569000-04:00,2020-07-27 13:06:07.883000-04:00,1,,,,,,Treatment 1,99.559,33.178,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,823.167,196.683,1.0,3972197
PSA98J7,10448,2020-06-07 09:00:00-04:00,,2020-09-14 18:51:30.974000-04:00,2020-09-14 18:55:20.529000-04:00,1,,,,,,Treatment 2,104.739,5.6493,10.0,4.0,2.0,,10.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,75.342,15.025,1.0,5370558
PSA98J7,10489,2020-06-07 09:00:00-04:00,,2020-09-10 21:57:44.083000-04:00,2020-09-10 22:04:22.821000-04:00,1,,,,,,Treatment 1,47.381,15.788,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,333.613,77.94325,1.0,5156042
PSA98J7,10595,2020-06-07 09:00:00-04:00,,2020-07-21 16:53:15.220000-04:00,2020-07-21 16:57:31.544000-04:00,1,,,,,,Treatment 1,94.017,17.598,4.0,3.0,1.0,,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,135.935,33.97675,1.0,3966328
PSA98J7,28401,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 13:49:45.898000-04:00,2020-09-18 14:00:08.437000-04:00,1,,,,,,Treatment 2,391.709,73.578,5.0,3.0,1.0,,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,137.154,24.76725,1.0,5823310
PSA98J7,28402,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 14:41:36.251000-04:00,2020-09-18 14:49:46.300000-04:00,1,,,,,,Control 2,441.535,67.6598333333333,6.0,4.0,1.0,,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,34.29,5.91775,1.0,5833081
PSA98J7,28403,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 09:04:23.098000-04:00,2020-09-18 09:07:31.688000-04:00,1,,,,,,Control 2,82.204,14.01975,4.0,3.0,1.0,,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,92.429,22.10775,1.0,5767730
PSA98J7,28404,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 11:31:16.868000-04:00,2020-09-18 11:35:28.548000-04:00,1,,,,,,Treatment 2,137.383,45.788,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,82.046,18.8865,1.0,5794946
PSA98J7,28405,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 09:02:43.010000-04:00,2020-09-18 09:13:02.609000-04:00,1,,,,,,Treatment 1,175.739,58.5733333333333,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,398.944,82.6285,1.0,5767478
PSA98J7,28408,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 09:34:13.064000-04:00,2020-09-18 09:55:18.808000-04:00,1,,,,,,Treatment 1,147.292,49.09,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1092.297,261.0165,1.0,5772071
PSA98J7,28409,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 12:22:49.092000-04:00,2020-09-18 13:31:17.143000-04:00,2,,,,,,Control 2,3319.503,322.0743,10.0,5.0,3.0,0.0,10.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,749.285,176.48275,1.0,5805756
PSA98J7,28410,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 09:03:44.536000-04:00,2020-09-18 14:34:39.355000-04:00,2,,,,,,Control 2,264.833,35.9464,5.0,3.0,1.0,,5.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,19421.218,3845.6485,2.0,5767629
PSA98J7,28411,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 12:27:22.401000-04:00,2020-09-18 12:51:24.584000-04:00,1,,,,,,Control 1,643.036,214.334,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,772.767,193.1855,1.0,5806623
PSA98J7,28412,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 11:45:48.652000-04:00,2020-09-18 12:19:54.789000-04:00,1,,,,,,Treatment 1,289.209,96.397,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1734.73,431.06175,1.0,5798031
PSA98J7,28415,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 12:45:25.001000-04:00,2020-09-18 12:52:14.345000-04:00,1,,,,,,Control 3,197.015,65.6636666666667,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,204.849,42.647,1.0,5810543
PSA98J7,28416,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 08:06:46.082000-04:00,2020-09-18 08:18:43.429000-04:00,1,,,,,,Control 1,341.895,54.783,6.0,5.0,1.0,,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,359.629,57.91325,1.0,5762533
PSA98J7,28418,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 12:29:17.556000-04:00,2020-09-18 12:34:25.270000-04:00,1,,,,,,Treatment 2,156.985,52.3223333333333,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,122.561,30.635,1.0,5807007
PSA98J7,28419,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 14:30:06.087000-04:00,2020-09-18 14:37:02.932000-04:00,1,,,,,,Control 2,114.874,14.1658333333333,6.0,4.0,1.0,,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,286.098,41.7535,1.0,5831153
PSA98J7,28420,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 13:18:26.761000-04:00,2020-09-18 13:32:27.060000-04:00,1,,,,,,Control 2,407.71,135.897666666667,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,424.604,97.4375,1.0,5817126
PSA98J7,28421,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 09:03:39.532000-04:00,2020-09-18 10:19:48.793000-04:00,2,,,,,,Treatment 1,204.866,68.287,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4222.41,1048.5625,2.0,5767619
PSA98J7,28422,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 14:32:08.501000-04:00,2020-09-18 14:38:52.519000-04:00,1,,,,,,Treatment 3,97.849,32.611,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,278.553,66.08475,1.0,5831434
PSA98J7,28576,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 08:58:51.014000-04:00,2020-09-18 12:32:58.604000-04:00,2,,,,,,Control 2,252.902,84.2903333333333,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,12563.232,3111.54675,2.0,5767005
PSA98J7,29127,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-21 19:33:41.692000-04:00,2020-09-22 09:10:30.301000-04:00,2,,,,,,Treatment 3,82.205,17.85275,4.0,3.0,1.0,,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,48880.485,12215.814,2.0,5991377
PSA98J7,29141,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 11:31:18.411000-04:00,2020-09-18 11:36:13.844000-04:00,1,,,,,,Control 3,149.217,22.5081666666667,6.0,5.0,1.0,,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,134.732,27.92275,1.0,5794958
PSA98J7,29640,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 15:24:05.190000-04:00,2020-09-18 15:45:51.013000-04:00,1,,,,,,Control 2,391.792,130.584666666667,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,902.729,223.59425,1.0,5838973
PSA98J7,29784,2020-09-18 08:00:00-04:00,2020-09-18 15:00:00-04:00,2020-09-18 14:46:34.746000-04:00,2020-09-18 14:55:59.177000-04:00,1,,,,,,Control 1,71.361,23.777,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,485.115,116.489,1.0,5833888
PSA98J7,34260,2020-06-07 09:00:00-04:00,,2020-06-20 13:30:06.353000-04:00,2020-06-20 13:45:14.782000-04:00,1,,,,,,Control 2,258.409,86.13,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,638.927,119.40875,1.0,3938729
PSA98J7,34542,2020-06-07 09:00:00-04:00,,2020-08-25 00:39:47.516000-04:00,2020-08-27 17:12:47.009000-04:00,4,,,,,,Control 1,231672.382,77224.1146666667,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,654.273,141.18375,1.0,4234695
PSA98J7,34555,2020-06-07 09:00:00-04:00,,2020-08-16 18:56:33.492000-04:00,2020-08-16 19:09:00.794000-04:00,1,,,,,,Treatment 2,329.204,52.8885,6.0,5.0,1.0,,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,386.113,96.5105,1.0,4054411
PSA98J7,34650,2020-06-07 09:00:00-04:00,,2020-09-09 17:56:00.002000-04:00,2020-09-09 17:59:35.473000-04:00,1,,,,,,Treatment 1,49.095,16.3576666666667,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,147.74,33.4955,1.0,5036652
PSA98J7,35572,2020-06-07 09:00:00-04:00,,2020-08-29 18:08:23.428000-04:00,2020-08-29 18:14:21.206000-04:00,1,,,,,,Control 3,112.428,37.467,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,236.444,54.002,1.0,4452254
PSA98J7,36800,2020-05-27 11:00:00-04:00,2020-05-27 23:59:00-04:00,2020-05-27 11:18:16.051000-04:00,2020-05-27 12:04:43.548000-04:00,1,,,,,,Treatment 1,1943.866,647.94,3.0,3.0,,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,394.335,98.57825,1.0,3633031
