experiment_id,student_id,problem_id,problem_part,scaffold_id,problem_condition,start_time,end_time,session_count,time_on_task,first_response_or_request_time,first_answer,correct,reported_score,answer_before_tutoring,attempt_count,hints_available,hints_given,scaffold_problems_available,scaffold_problems_given,explanation_available,explanation_given,answer_given,assistments_reference_problem_log_id
PSATZEJ,28406,PRA4MUZ,1,,Unknown,2020-09-30 13:01:22.966000-04:00,2020-09-30 13:01:39.744000-04:00,1,16.778,16.768,wpi,True,1.0,True,1,0,0,0,0,False,False,False,52655652
PSATZEJ,28406,PRA5K5P,1,,Unknown,2020-09-30 13:01:41.090000-04:00,2020-09-30 13:01:50.545000-04:00,1,9.455,9.45,I prefer text feedback!,False,0.0,True,1,0,0,0,0,False,False,False,52656086
PSATZEJ,28406,PRAX5A4,1,,Treatment 2,2020-09-30 13:01:52.563000-04:00,2020-09-30 13:02:22.541000-04:00,1,29.978,29.973,4/3,True,1.0,True,1,1,0,0,0,False,False,False,52656348
PSATZEJ,28406,PRAX5A5,1,,Treatment 2,2020-09-30 13:02:23.162000-04:00,2020-09-30 13:02:34.168000-04:00,1,11.006,11.002,4/7,True,1.0,True,1,1,0,0,0,False,False,False,52657042
PSATZEJ,28406,PRAX5A6,1,,Treatment 2,2020-09-30 13:02:34.742000-04:00,2020-09-30 13:02:51.834000-04:00,1,17.092,17.088,3/2,True,1.0,True,1,1,0,0,0,False,False,False,52657316
PSATZEJ,29147,PRA4MUZ,1,,Unknown,2020-10-01 09:59:53.626000-04:00,2020-10-01 10:00:28.908000-04:00,1,35.282,35.273,WPI,True,1.0,True,1,0,0,0,0,False,False,False,53230595
PSATZEJ,29147,PRA5K5P,1,,Unknown,2020-10-01 10:00:29.709000-04:00,2020-10-01 10:01:21.099000-04:00,1,51.39,51.383,I prefer text feedback!,False,0.0,True,1,0,0,0,0,False,False,False,53231323
PSATZEJ,29147,PRAX5A4,1,,Treatment 2,2020-10-01 10:01:44.489000-04:00,2020-10-01 10:02:03.385000-04:00,1,18.896,18.891,12/9,True,1.0,True,1,1,0,0,0,False,False,False,53232804
PSATZEJ,29147,PRAX5A5,1,,Treatment 2,2020-10-01 10:02:04.015000-04:00,2020-10-01 10:04:02.089000-04:00,1,118.074,118.066,12/21,True,1.0,True,1,1,0,0,0,False,False,False,53233175
PSATZEJ,29147,PRAX5A6,1,,Treatment 2,2020-10-01 10:04:02.674000-04:00,2020-10-01 10:04:16.225000-04:00,1,13.551,13.545,6/4,True,1.0,True,1,1,0,0,0,False,False,False,53235502
PSATZEJ,29156,PRA4MUZ,1,,Unknown,2020-09-30 09:40:13.794000-04:00,2020-09-30 09:40:25.536000-04:00,1,11.742,11.74,wpi,True,1.0,True,1,0,0,0,0,False,False,False,52348566
PSATZEJ,29156,PRA5K5P,1,,Unknown,2020-09-30 09:40:27.018000-04:00,2020-09-30 09:40:38.012000-04:00,1,10.994,10.991,I prefer video feedback!,True,1.0,True,1,0,0,0,0,False,False,False,52348857
PSATZEJ,29156,PRAX47S,1,,Treatment 1,2020-09-30 09:40:38.842000-04:00,2020-09-30 09:40:51.169000-04:00,1,12.327,12.325,8/21,True,1.0,True,1,1,0,0,0,False,False,False,52349099
PSATZEJ,29156,PRAX47T,1,,Treatment 1,2020-09-30 09:40:51.660000-04:00,2020-09-30 09:41:32.712000-04:00,1,41.052,41.051,1 2/5,True,1.0,True,1,1,0,0,0,False,False,False,52349399
PSATZEJ,29156,PRAX47U,1,,Treatment 1,2020-09-30 09:41:33.209000-04:00,2020-09-30 09:41:46.024000-04:00,1,12.815,12.814,5/6,True,1.0,True,1,1,0,0,0,False,False,False,52350334
PSATZEJ,29192,PRA4MUZ,1,,Unknown,2020-09-30 12:44:50.919000-04:00,2020-09-30 12:45:45.389000-04:00,1,54.47,54.432,WPI,True,1.0,True,1,0,0,0,0,False,False,False,52629668
PSATZEJ,29192,PRA5K5P,1,,Unknown,2020-09-30 12:45:48.266000-04:00,2020-09-30 12:46:07.379000-04:00,1,19.113,19.106,I prefer video feedback!,True,1.0,True,1,0,0,0,0,False,False,False,52630990
PSATZEJ,29192,PRAX47S,1,,Treatment 1,2020-09-30 12:46:09.043000-04:00,2020-09-30 12:52:04.367000-04:00,1,355.324,355.28,8/21,True,1.0,True,1,1,0,0,0,False,False,False,52631517
PSATZEJ,29192,PRAX47T,1,,Treatment 1,2020-09-30 12:52:05.852000-04:00,2020-09-30 12:54:14.139000-04:00,1,128.287,128.28,56/40,True,1.0,True,1,1,0,0,0,False,False,False,52640958
PSATZEJ,29192,PRAX47U,1,,Treatment 1,2020-09-30 12:54:15.681000-04:00,2020-09-30 12:56:29.011000-04:00,1,133.33,133.323,10/12,True,1.0,True,1,1,0,0,0,False,False,False,52644624
